Temperature,Humidity,Wind,Outlook,Play
17.2,70,0,rainy,0
17.2,70,0,rainy,0
15.3,78,1,rainy,0
15.3,78,1,rainy,0
15.3,78,1,rainy,0
15.3,78,1,rainy,0
15.3,78,1,rainy,0
15.3,78,1,rainy,0
15.3,78,1,rainy,0
13.7,57,1,sunny,0
13.7,57,1,sunny,0
13.7,57,1,sunny,0
13.7,57,1,sunny,0
13.7,57,1,sunny,1
13.7,57,1,sunny,0
13.7,57,1,sunny,0
13.5,74,1,overcast,0
13.5,74,1,overcast,1
13.5,74,1,overcast,0
13.5,74,1,overcast,1
13.5,74,1,overcast,0
13.5,74,1,overcast,0
13.5,74,1,overcast,0
13.5,63,0,rainy,0
13.5,63,0,rainy,1
13.5,63,0,rainy,0
13.5,63,0,rainy,0
13.5,63,0,rainy,0
13.5,63,0,rainy,0
13.5,63,0,rainy,0
14.8,54,0,overcast,1
14.8,54,0,overcast,1
14.8,54,0,overcast,1
14.8,54,0,overcast,0
14.8,54,0,overcast,0
14.8,54,0,overcast,0
14.8,54,0,overcast,0
15.9,63,1,sunny,1
15.9,63,1,sunny,1
15.9,63,1,sunny,1
15.9,63,1,sunny,1
15.9,63,1,sunny,1
15.9,63,1,sunny,1
15.9,63,1,sunny,0
17.6,60,1,overcast,0
17.6,60,1,overcast,0
17.6,60,1,overcast,0
17.6,60,1,overcast,0
17.6,60,1,overcast,0
17.6,60,1,overcast,0
17.6,60,1,overcast,0
19.6,57,0,overcast,0
19.6,57,0,overcast,0
19.6,57,0,overcast,1
19.6,57,0,overcast,0
19.6,57,0,overcast,0
19.6,57,0,overcast,0
19.6,57,0,overcast,0
21.4,78,0,sunny,0
21.4,78,0,sunny,0
21.4,78,0,sunny,0
21.4,78,0,sunny,0
21.4,78,0,sunny,0
21.4,78,0,sunny,0
21.4,78,0,sunny,0
22.4,88,0,sunny,0
22.4,88,0,sunny,0
22.4,88,0,sunny,0
22.4,88,0,sunny,0
22.4,88,0,sunny,0
22.4,88,0,sunny,0
22.4,88,0,sunny,1
23.1,65,0,sunny,1
23.1,65,0,sunny,0
23.1,65,0,sunny,1
23.1,65,0,sunny,0
23.1,65,0,sunny,1
23.1,65,0,sunny,0
23.1,65,0,sunny,0
22.7,88,1,overcast,0
22.7,88,1,overcast,0
22.7,88,1,overcast,0
22.7,88,1,overcast,1
22.7,88,1,overcast,0
22.7,88,1,overcast,0
22.7,88,1,overcast,1
21.8,90,1,rainy,0
21.8,90,1,rainy,0
21.8,90,1,rainy,0
21.8,90,1,rainy,0
21.8,90,1,rainy,0
21.8,90,1,rainy,0
21.8,90,1,rainy,1
21.8,70,0,rainy,0
21.8,70,0,rainy,0
21.8,70,0,rainy,0
21.8,70,0,rainy,0
21.8,70,0,rainy,0
21.8,70,0,rainy,0
21.8,70,0,rainy,0
21,86,1,rainy,0
21,86,1,rainy,0
21,86,1,rainy,0
21,86,1,rainy,0
21,86,1,rainy,0
21,86,1,rainy,0
21,86,1,rainy,1
22.2,69,0,overcast,0
22.2,69,0,overcast,0
22.2,69,0,overcast,0
22.2,69,0,overcast,0
22.2,69,0,overcast,0
22.2,69,0,overcast,0
22.2,69,0,overcast,0
23.7,55,0,sunny,1
23.7,55,0,sunny,0
23.7,55,0,sunny,1
23.7,55,0,sunny,0
23.7,55,0,sunny,0
23.7,55,0,sunny,0
23.7,55,0,sunny,0
25.4,71,0,sunny,0
25.4,71,0,sunny,0
25.4,71,0,sunny,0
25.4,71,0,sunny,0
25.4,71,0,sunny,1
25.4,71,0,sunny,0
25.4,71,0,sunny,0
25.3,73,0,overcast,0
25.3,73,0,overcast,1
25.3,73,0,overcast,0
25.3,73,0,overcast,0
25.3,73,0,overcast,0
25.3,73,0,overcast,0
25.3,73,0,overcast,0
23.2,76,1,sunny,0
23.2,76,1,sunny,0
23.2,76,1,sunny,0
23.2,76,1,sunny,0
23.2,76,1,sunny,0
23.2,76,1,sunny,0
23.2,76,1,sunny,1
20.7,72,0,rainy,0
20.7,72,0,rainy,0
20.7,72,0,rainy,0
20.7,72,0,rainy,0
20.7,72,0,rainy,0
20.7,72,0,rainy,0
20.7,72,0,rainy,0
17.6,77,0,rainy,0
17.6,77,0,rainy,0
17.6,77,0,rainy,0
17.6,77,0,rainy,0
17.6,77,0,rainy,0
17.6,77,0,rainy,0
17.6,77,0,rainy,0
16.5,79,0,rainy,0
16.5,79,0,rainy,0
16.5,79,0,rainy,0
16.5,79,0,rainy,0
16.5,79,0,rainy,0
16.5,79,0,rainy,0
16.5,79,0,rainy,0
16.9,77,0,rainy,0
16.9,77,0,rainy,0
16.9,77,0,rainy,0
16.9,77,0,rainy,0
16.9,77,0,rainy,0
16.9,77,0,rainy,0
16.9,77,0,rainy,0
17.5,82,1,sunny,0
17.5,82,1,sunny,0
17.5,82,1,sunny,0
17.5,82,1,sunny,0
17.5,82,1,sunny,1
17.5,82,1,sunny,0
17.5,82,1,sunny,1
17.9,68,0,sunny,0
17.9,68,0,sunny,0
17.9,68,0,sunny,0
17.9,68,0,sunny,0
17.9,68,0,sunny,0
17.9,68,0,sunny,0
17.9,68,0,sunny,0
17.7,65,0,rainy,1
17.7,65,0,rainy,1
17.7,65,0,rainy,1
17.7,65,0,rainy,0
17.7,65,0,rainy,0
17.7,65,0,rainy,0
17.7,65,0,rainy,0
19.3,71,0,overcast,0
19.3,71,0,overcast,0
19.3,71,0,overcast,0
19.3,71,0,overcast,0
19.3,71,0,overcast,0
19.3,71,0,overcast,0
19.3,71,0,overcast,0
20.3,73,0,rainy,0
20.3,73,0,rainy,0
20.3,73,0,rainy,0
20.3,73,0,rainy,0
20.3,73,0,rainy,0
20.3,73,0,rainy,0
20.3,73,0,rainy,0
21.5,85,0,overcast,0
21.5,85,0,overcast,0
21.5,85,0,overcast,0
21.5,85,0,overcast,0
21.5,85,0,overcast,0
21.5,85,0,overcast,0
21.5,85,0,overcast,0
20.6,70,1,overcast,0
20.6,70,1,overcast,0
20.6,70,1,overcast,0
20.6,70,1,overcast,0
20.6,70,1,overcast,0
20.6,70,1,overcast,0
20.6,70,1,overcast,0
18.9,78,0,rainy,0
18.9,78,0,rainy,1
18.9,78,0,rainy,0
18.9,78,0,rainy,0
18.9,78,0,rainy,0
18.9,78,0,rainy,0
18.9,78,0,rainy,0
18.5,49,1,sunny,1
18.5,49,1,sunny,1
18.5,49,1,sunny,1
18.5,49,1,sunny,1
18.5,49,1,sunny,1
18.5,49,1,sunny,1
18.5,49,1,sunny,0
18.9,51,1,sunny,1
18.9,51,1,sunny,0
18.9,51,1,sunny,0
18.9,51,1,sunny,0
18.9,51,1,sunny,0
18.9,51,1,sunny,0
18.9,51,1,sunny,0
18.1,76,0,sunny,0
18.1,76,0,sunny,0
18.1,76,0,sunny,0
18.1,76,0,sunny,0
18.1,76,0,sunny,1
18.1,76,0,sunny,0
18.1,76,0,sunny,0
17.6,73,0,rainy,0
17.6,73,0,rainy,0
17.6,73,0,rainy,0
17.6,73,0,rainy,0
17.6,73,0,rainy,0
17.6,73,0,rainy,0
17.6,73,0,rainy,0
17.8,75,0,sunny,0
17.8,75,0,sunny,0
17.8,75,0,sunny,0
17.8,75,0,sunny,0
17.8,75,0,sunny,0
17.8,75,0,sunny,0
17.8,75,0,sunny,0
19,77,0,overcast,0
19,77,0,overcast,0
19,77,0,overcast,0
19,77,0,overcast,0
19,77,0,overcast,0
19,77,0,overcast,0
19,77,0,overcast,0
21.6,67,0,overcast,0
21.6,67,0,overcast,1
21.6,67,0,overcast,1
21.6,67,0,overcast,0
21.6,67,0,overcast,0
21.6,67,0,overcast,0
21.6,67,0,overcast,0
23.4,87,1,overcast,0
23.4,87,1,overcast,0
23.4,87,1,overcast,0
23.4,87,1,overcast,1
23.4,87,1,overcast,0
23.4,87,1,overcast,0
23.4,87,1,overcast,1
24.1,92,0,rainy,0
24.1,92,0,rainy,0
24.1,92,0,rainy,0
24.1,92,0,rainy,0
24.1,92,0,rainy,0
24.1,92,0,rainy,0
24.1,92,0,rainy,1
24.1,88,1,rainy,0
24.1,88,1,rainy,0
24.1,88,1,rainy,0
24.1,88,1,rainy,0
24.1,88,1,rainy,0
24.1,88,1,rainy,0
24.1,88,1,rainy,1
23.8,76,0,rainy,0
23.8,76,0,rainy,0
23.8,76,0,rainy,0
23.8,76,0,rainy,0
23.8,76,0,rainy,0
23.8,76,0,rainy,0
23.8,76,0,rainy,0
22.1,64,1,rainy,0
22.1,64,1,rainy,0
22.1,64,1,rainy,0
22.1,64,1,rainy,0
22.1,64,1,rainy,0
22.1,64,1,rainy,0
22.1,64,1,rainy,0
21.4,83,0,rainy,0
21.4,83,0,rainy,0
21.4,83,0,rainy,0
21.4,83,0,rainy,0
21.4,83,0,rainy,0
21.4,83,0,rainy,0
21.4,83,0,rainy,0
20,71,0,overcast,0
20,71,0,overcast,0
20,71,0,overcast,0
20,71,0,overcast,0
20,71,0,overcast,0
20,71,0,overcast,0
20,71,0,overcast,0
19.4,69,0,sunny,0
19.4,69,0,sunny,0
19.4,69,0,sunny,0
19.4,69,0,sunny,0
19.4,69,0,sunny,0
19.4,69,0,sunny,0
19.4,69,0,sunny,0
20.4,84,1,sunny,0
20.4,84,1,sunny,0
20.4,84,1,sunny,0
20.4,84,1,sunny,1
20.4,84,1,sunny,1
20.4,84,1,sunny,0
20.4,84,1,sunny,1
21.5,68,1,overcast,0
21.5,68,1,overcast,0
21.5,68,1,overcast,0
21.5,68,1,overcast,0
21.5,68,1,overcast,0
21.5,68,1,overcast,0
21.5,68,1,overcast,0
24.2,80,0,sunny,0
24.2,80,0,sunny,0
24.2,80,0,sunny,0
24.2,80,0,sunny,0
24.2,80,0,sunny,1
24.2,80,0,sunny,0
24.2,80,0,sunny,1
26,68,1,rainy,0
26,68,1,rainy,1
26,68,1,rainy,0
26,68,1,rainy,0
26,68,1,rainy,0
26,68,1,rainy,0
26,68,1,rainy,0
25.6,94,0,rainy,0
25.6,94,0,rainy,0
25.6,94,0,rainy,0
25.6,94,0,rainy,0
25.6,94,0,rainy,0
25.6,94,0,rainy,0
25.6,94,0,rainy,1
25.3,83,0,overcast,0
25.3,83,0,overcast,0
25.3,83,0,overcast,0
25.3,83,0,overcast,0
25.3,83,0,overcast,0
25.3,83,0,overcast,0
25.3,83,0,overcast,0
23.7,50,0,sunny,1
23.7,50,0,sunny,0
23.7,50,0,sunny,1
23.7,50,0,sunny,0
23.7,50,0,sunny,0
23.7,50,0,sunny,0
23.7,50,0,sunny,0
22.3,68,0,overcast,0
22.3,68,0,overcast,1
22.3,68,0,overcast,1
22.3,68,0,overcast,0
22.3,68,0,overcast,0
22.3,68,0,overcast,0
22.3,68,0,overcast,0
21.3,80,0,sunny,0
21.3,80,0,sunny,0
21.3,80,0,sunny,0
21.3,80,0,sunny,0
21.3,80,0,sunny,0
21.3,80,0,sunny,0
21.3,80,0,sunny,0
20.7,78,0,rainy,0
20.7,78,0,rainy,0
20.7,78,0,rainy,0
20.7,78,0,rainy,0
20.7,78,0,rainy,0
20.7,78,0,rainy,0
20.7,78,0,rainy,0
21.4,85,1,sunny,0
21.4,85,1,sunny,0
21.4,85,1,sunny,0
21.4,85,1,sunny,0
21.4,85,1,sunny,1
21.4,85,1,sunny,0
21.4,85,1,sunny,1
21.9,92,0,rainy,0
21.9,92,0,rainy,0
21.9,92,0,rainy,0
21.9,92,0,rainy,0
21.9,92,0,rainy,0
21.9,92,0,rainy,0
21.9,92,0,rainy,1
23.2,67,1,rainy,0
23.2,67,1,rainy,1
23.2,67,1,rainy,0
23.2,67,1,rainy,0
23.2,67,1,rainy,0
23.2,67,1,rainy,0
23.2,67,1,rainy,0
23.8,71,1,overcast,0
23.8,71,1,overcast,1
23.8,71,1,overcast,0
23.8,71,1,overcast,1
23.8,71,1,overcast,0
23.8,71,1,overcast,0
23.8,71,1,overcast,0
24.6,93,1,rainy,0
24.6,93,1,rainy,0
24.6,93,1,rainy,0
24.6,93,1,rainy,0
24.6,93,1,rainy,0
24.6,93,1,rainy,0
24.6,93,1,rainy,1
24.5,73,0,overcast,0
24.5,73,0,overcast,0
24.5,73,0,overcast,0
24.5,73,0,overcast,0
24.5,73,0,overcast,0
24.5,73,0,overcast,0
24.5,73,0,overcast,0
24,74,1,rainy,0
24,74,1,rainy,0
24,74,1,rainy,0
24,74,1,rainy,0
24,74,1,rainy,0
24,74,1,rainy,0
24,74,1,rainy,0
22.9,98,0,rainy,0
22.9,98,0,rainy,0
22.9,98,0,rainy,0
22.9,98,0,rainy,0
22.9,98,0,rainy,0
22.9,98,0,rainy,0
22.9,98,0,rainy,1
23.1,87,1,overcast,0
23.1,87,1,overcast,0
23.1,87,1,overcast,0
23.1,87,1,overcast,1
23.1,87,1,overcast,0
23.1,87,1,overcast,0
23.1,87,1,overcast,1
24.4,67,0,sunny,1
24.4,67,0,sunny,1
24.4,67,0,sunny,1
24.4,67,0,sunny,0
24.4,67,0,sunny,1
24.4,67,0,sunny,0
24.4,67,0,sunny,0
25.5,69,0,rainy,0
25.5,69,0,rainy,1
25.5,69,0,rainy,0
25.5,69,0,rainy,0
25.5,69,0,rainy,0
25.5,69,0,rainy,0
25.5,69,0,rainy,0
27.1,75,0,sunny,0
27.1,75,0,sunny,0
27.1,75,0,sunny,0
27.1,75,0,sunny,0
27.1,75,0,sunny,0
27.1,75,0,sunny,0
27.1,75,0,sunny,1
26.4,78,1,rainy,0
26.4,78,1,rainy,0
26.4,78,1,rainy,0
26.4,78,1,rainy,0
26.4,78,1,rainy,0
26.4,78,1,rainy,0
26.4,78,1,rainy,0
26.1,89,0,sunny,0
26.1,89,0,sunny,0
26.1,89,0,sunny,0
26.1,89,0,sunny,0
26.1,89,0,sunny,1
26.1,89,0,sunny,0
26.1,89,0,sunny,1
25.1,90,0,rainy,0
25.1,90,0,rainy,0
25.1,90,0,rainy,0
25.1,90,0,rainy,0
25.1,90,0,rainy,0
25.1,90,0,rainy,0
25.1,90,0,rainy,1
24.4,80,0,overcast,0
24.4,80,0,overcast,0
24.4,80,0,overcast,0
24.4,80,0,overcast,0
24.4,80,0,overcast,0
24.4,80,0,overcast,0
24.4,80,0,overcast,0
24,69,1,overcast,0
24,69,1,overcast,1
24,69,1,overcast,0
24,69,1,overcast,1
24,69,1,overcast,0
24,69,1,overcast,0
24,69,1,overcast,0
23.3,73,1,sunny,0
23.3,73,1,sunny,0
23.3,73,1,sunny,0
23.3,73,1,sunny,1
23.3,73,1,sunny,0
23.3,73,1,sunny,0
23.3,73,1,sunny,0
23.5,86,1,overcast,0
23.5,86,1,overcast,0
23.5,86,1,overcast,0
23.5,86,1,overcast,1
23.5,86,1,overcast,0
23.5,86,1,overcast,0
23.5,86,1,overcast,1
23.9,68,1,sunny,0
23.9,68,1,sunny,0
23.9,68,1,sunny,0
23.9,68,1,sunny,0
23.9,68,1,sunny,0
23.9,68,1,sunny,0
23.9,68,1,sunny,0
23.6,72,1,rainy,0
23.6,72,1,rainy,0
23.6,72,1,rainy,0
23.6,72,1,rainy,0
23.6,72,1,rainy,0
23.6,72,1,rainy,0
23.6,72,1,rainy,0
21.7,91,1,rainy,0
21.7,91,1,rainy,0
21.7,91,1,rainy,0
21.7,91,1,rainy,1
21.7,91,1,rainy,0
21.7,91,1,rainy,0
21.7,91,1,rainy,1
20.8,80,0,rainy,0
20.8,80,0,rainy,0
20.8,80,0,rainy,0
20.8,80,0,rainy,0
20.8,80,0,rainy,0
20.8,80,0,rainy,0
20.8,80,0,rainy,0
20.8,92,0,rainy,0
20.8,92,0,rainy,0
20.8,92,0,rainy,0
20.8,92,0,rainy,0
20.8,92,0,rainy,0
20.8,92,0,rainy,0
20.8,92,0,rainy,1
22.5,99,1,rainy,0
22.5,99,1,rainy,0
22.5,99,1,rainy,0
22.5,99,1,rainy,1
22.5,99,1,rainy,0
22.5,99,1,rainy,0
22.5,99,1,rainy,1
25.6,85,1,overcast,0
25.6,85,1,overcast,0
25.6,85,1,overcast,0
25.6,85,1,overcast,1
25.6,85,1,overcast,0
25.6,85,1,overcast,0
25.6,85,1,overcast,1
27.4,82,0,sunny,0
27.4,82,0,sunny,0
27.4,82,0,sunny,0
27.4,82,0,sunny,0
27.4,82,0,sunny,1
27.4,82,0,sunny,0
27.4,82,0,sunny,1
27,91,0,rainy,0
27,91,0,rainy,0
27,91,0,rainy,0
27,91,0,rainy,0
27,91,0,rainy,0
27,91,0,rainy,0
27,91,0,rainy,1
25.7,79,1,sunny,0
25.7,79,1,sunny,0
25.7,79,1,sunny,0
25.7,79,1,sunny,0
25.7,79,1,sunny,1
25.7,79,1,sunny,0
25.7,79,1,sunny,1
24.5,76,1,rainy,0
24.5,76,1,rainy,0
24.5,76,1,rainy,0
24.5,76,1,rainy,0
24.5,76,1,rainy,0
24.5,76,1,rainy,0
24.5,76,1,rainy,0
24.3,83,0,rainy,0
24.3,83,0,rainy,0
24.3,83,0,rainy,0
24.3,83,0,rainy,0
24.3,83,0,rainy,0
24.3,83,0,rainy,0
24.3,83,0,rainy,0
24.8,73,1,overcast,0
24.8,73,1,overcast,1
24.8,73,1,overcast,0
24.8,73,1,overcast,1
24.8,73,1,overcast,0
24.8,73,1,overcast,0
24.8,73,1,overcast,0
23.9,54,1,sunny,1
23.9,54,1,sunny,1
23.9,54,1,sunny,1
23.9,54,1,sunny,1
23.9,54,1,sunny,1
23.9,54,1,sunny,0
23.9,54,1,sunny,0
22,65,1,rainy,0
22,65,1,rainy,0
22,65,1,rainy,0
22,65,1,rainy,0
22,65,1,rainy,0
22,65,1,rainy,0
22,65,1,rainy,0
21.7,75,0,sunny,0
21.7,75,0,sunny,0
21.7,75,0,sunny,0
21.7,75,0,sunny,0
21.7,75,0,sunny,1
21.7,75,0,sunny,0
21.7,75,0,sunny,0
24,75,0,overcast,0
24,75,0,overcast,0
24,75,0,overcast,0
24,75,0,overcast,0
24,75,0,overcast,0
24,75,0,overcast,0
24,75,0,overcast,0
26.7,76,0,sunny,0
26.7,76,0,sunny,0
26.7,76,0,sunny,0
26.7,76,0,sunny,0
26.7,76,0,sunny,0
26.7,76,0,sunny,0
26.7,76,0,sunny,0
26.4,89,0,rainy,0
26.4,89,0,rainy,0
26.4,89,0,rainy,0
26.4,89,0,rainy,0
26.4,89,0,rainy,0
26.4,89,0,rainy,0
26.4,89,0,rainy,1
25.7,83,1,rainy,0
25.7,83,1,rainy,0
25.7,83,1,rainy,0
25.7,83,1,rainy,0
25.7,83,1,rainy,0
25.7,83,1,rainy,0
25.7,83,1,rainy,1
24,66,0,overcast,0
24,66,0,overcast,1
24,66,0,overcast,1
24,66,0,overcast,0
24,66,0,overcast,0
24,66,0,overcast,0
24,66,0,overcast,0
23.9,79,1,rainy,0
23.9,79,1,rainy,0
23.9,79,1,rainy,0
23.9,79,1,rainy,0
23.9,79,1,rainy,0
23.9,79,1,rainy,0
23.9,79,1,rainy,0
23.5,77,0,overcast,0
23.5,77,0,overcast,0
23.5,77,0,overcast,0
23.5,77,0,overcast,0
23.5,77,0,overcast,1
23.5,77,0,overcast,0
23.5,77,0,overcast,0
23.2,69,0,rainy,0
23.2,69,0,rainy,0
23.2,69,0,rainy,0
23.2,69,0,rainy,0
23.2,69,0,rainy,0
23.2,69,0,rainy,0
23.2,69,0,rainy,0
24.1,62,1,overcast,0
24.1,62,1,overcast,0
24.1,62,1,overcast,0
24.1,62,1,overcast,0
24.1,62,1,overcast,0
24.1,62,1,overcast,0
24.1,62,1,overcast,0
25.1,41,0,sunny,1
25.1,41,0,sunny,1
25.1,41,0,sunny,1
25.1,41,0,sunny,0
25.1,41,0,sunny,1
25.1,41,0,sunny,0
25.1,41,0,sunny,0
24.9,47,0,sunny,1
24.9,47,0,sunny,1
24.9,47,0,sunny,1
24.9,47,0,sunny,0
24.9,47,0,sunny,1
24.9,47,0,sunny,0
24.9,47,0,sunny,0
22.6,65,1,overcast,0
22.6,65,1,overcast,1
22.6,65,1,overcast,0
22.6,65,1,overcast,1
22.6,65,1,overcast,0
22.6,65,1,overcast,0
22.6,65,1,overcast,0
20.8,60,1,overcast,0
20.8,60,1,overcast,0
20.8,60,1,overcast,0
20.8,60,1,overcast,0
20.8,60,1,overcast,0
20.8,60,1,overcast,0
20.8,60,1,overcast,0
20.2,67,0,overcast,0
20.2,67,0,overcast,1
20.2,67,0,overcast,1
20.2,67,0,overcast,0
20.2,67,0,overcast,1
20.2,67,0,overcast,0
20.2,67,0,overcast,0
20.2,80,0,sunny,0
20.2,80,0,sunny,0
20.2,80,0,sunny,0
20.2,80,0,sunny,0
20.2,80,0,sunny,1
20.2,80,0,sunny,0
20.2,80,0,sunny,1
20.3,60,1,sunny,0
20.3,60,1,sunny,0
20.3,60,1,sunny,0
20.3,60,1,sunny,0
20.3,60,1,sunny,1
20.3,60,1,sunny,0
20.3,60,1,sunny,0
20,72,1,sunny,0
20,72,1,sunny,0
20,72,1,sunny,0
20,72,1,sunny,0
20,72,1,sunny,0
20,72,1,sunny,0
20,72,1,sunny,0
21.7,65,0,sunny,1
21.7,65,0,sunny,1
21.7,65,0,sunny,1
21.7,65,0,sunny,0
21.7,65,0,sunny,0
21.7,65,0,sunny,0
21.7,65,0,sunny,0
24.1,72,1,overcast,0
24.1,72,1,overcast,1
24.1,72,1,overcast,0
24.1,72,1,overcast,1
24.1,72,1,overcast,0
24.1,72,1,overcast,0
24.1,72,1,overcast,0
24.7,57,0,sunny,1
24.7,57,0,sunny,0
24.7,57,0,sunny,1
24.7,57,0,sunny,0
24.7,57,0,sunny,1
24.7,57,0,sunny,0
24.7,57,0,sunny,0
23,64,0,sunny,1
23,64,0,sunny,0
23,64,0,sunny,1
23,64,0,sunny,0
23,64,0,sunny,1
23,64,0,sunny,0
23,64,0,sunny,0
20.7,85,1,sunny,0
20.7,85,1,sunny,0
20.7,85,1,sunny,0
20.7,85,1,sunny,0
20.7,85,1,sunny,1
20.7,85,1,sunny,0
20.7,85,1,sunny,1
18.9,78,0,overcast,0
18.9,78,0,overcast,0
18.9,78,0,overcast,0
18.9,78,0,overcast,0
18.9,78,0,overcast,0
18.9,78,0,overcast,0
18.9,78,0,overcast,0
17.5,50,0,sunny,1
17.5,50,0,sunny,0
17.5,50,0,sunny,1
17.5,50,0,sunny,0
17.5,50,0,sunny,1
17.5,50,0,sunny,0
17.5,50,0,sunny,0
16.9,85,1,rainy,0
16.9,85,1,rainy,0
16.9,85,1,rainy,0
16.9,85,1,rainy,1
16.9,85,1,rainy,0
16.9,85,1,rainy,0
16.9,85,1,rainy,0
16.7,62,1,overcast,0
16.7,62,1,overcast,1
16.7,62,1,overcast,1
16.7,62,1,overcast,1
16.7,62,1,overcast,0
16.7,62,1,overcast,0
16.7,62,1,overcast,0
18.9,71,1,sunny,0
18.9,71,1,sunny,1
18.9,71,1,sunny,0
18.9,71,1,sunny,1
18.9,71,1,sunny,1
18.9,71,1,sunny,0
18.9,71,1,sunny,0
21.6,67,1,overcast,0
21.6,67,1,overcast,0
21.6,67,1,overcast,0
21.6,67,1,overcast,0
21.6,67,1,overcast,0
21.6,67,1,overcast,0
21.6,67,1,overcast,0
23.5,67,0,rainy,0
23.5,67,0,rainy,0
23.5,67,0,rainy,0
23.5,67,0,rainy,0
23.5,67,0,rainy,0
23.5,67,0,rainy,0
23.5,67,0,rainy,0
22.9,74,0,overcast,0
22.9,74,0,overcast,1
22.9,74,0,overcast,0
22.9,74,0,overcast,0
22.9,74,0,overcast,0
22.9,74,0,overcast,0
22.9,74,0,overcast,0
22,66,1,sunny,0
22,66,1,sunny,0
22,66,1,sunny,0
22,66,1,sunny,0
22,66,1,sunny,0
22,66,1,sunny,0
22,66,1,sunny,0
21.7,69,0,sunny,1
21.7,69,0,sunny,1
21.7,69,0,sunny,1
21.7,69,0,sunny,0
21.7,69,0,sunny,0
21.7,69,0,sunny,0
21.7,69,0,sunny,0
22.4,58,0,sunny,1
22.4,58,0,sunny,1
22.4,58,0,sunny,1
22.4,58,0,sunny,0
22.4,58,0,sunny,1
22.4,58,0,sunny,0
22.4,58,0,sunny,0
22.7,75,1,overcast,0
22.7,75,1,overcast,0
22.7,75,1,overcast,0
22.7,75,1,overcast,0
22.7,75,1,overcast,0
22.7,75,1,overcast,0
22.7,75,1,overcast,0
21.4,77,1,overcast,0
21.4,77,1,overcast,0
21.4,77,1,overcast,0
21.4,77,1,overcast,0
21.4,77,1,overcast,0
21.4,77,1,overcast,0
21.4,77,1,overcast,0
18.1,73,1,rainy,0
18.1,73,1,rainy,0
18.1,73,1,rainy,0
18.1,73,1,rainy,0
18.1,73,1,rainy,0
18.1,73,1,rainy,0
18.1,73,1,rainy,0
15,55,1,overcast,0
15,55,1,overcast,1
15,55,1,overcast,0
15,55,1,overcast,1
15,55,1,overcast,0
15,55,1,overcast,0
15,55,1,overcast,0
14.2,64,1,overcast,0
14.2,64,1,overcast,1
14.2,64,1,overcast,0
14.2,64,1,overcast,1
14.2,64,1,overcast,0
14.2,64,1,overcast,0
14.2,64,1,overcast,0
14.8,48,0,sunny,1
14.8,48,0,sunny,0
14.8,48,0,sunny,1
14.8,48,0,sunny,0
14.8,48,0,sunny,0
14.8,48,0,sunny,0
14.8,48,0,sunny,0
14.9,54,0,sunny,1
14.9,54,0,sunny,0
14.9,54,0,sunny,1
14.9,54,0,sunny,0
14.9,54,0,sunny,0
14.9,54,0,sunny,0
14.9,54,0,sunny,0
15.2,89,1,overcast,0
15.2,89,1,overcast,0
15.2,89,1,overcast,0
15.2,89,1,overcast,0
15.2,89,1,overcast,0
15.2,89,1,overcast,0
15.2,89,1,overcast,0
13.9,64,0,sunny,0
13.9,64,0,sunny,0
13.9,64,0,sunny,0
13.9,64,0,sunny,0
13.9,64,0,sunny,0
13.9,64,0,sunny,0
13.9,64,0,sunny,0
12.8,64,0,rainy,0
12.8,64,0,rainy,1
12.8,64,0,rainy,0
12.8,64,0,rainy,0
12.8,64,0,rainy,0
12.8,64,0,rainy,0
12.8,64,0,rainy,0
12.2,72,1,overcast,0
12.2,72,1,overcast,1
12.2,72,1,overcast,0
12.2,72,1,overcast,1
12.2,72,1,overcast,0
12.2,72,1,overcast,0
12.2,72,1,overcast,0
11.8,80,1,overcast,0
11.8,80,1,overcast,0
11.8,80,1,overcast,0
11.8,80,1,overcast,1
11.8,80,1,overcast,0
11.8,80,1,overcast,0
11.8,80,1,overcast,0
12.7,58,1,sunny,0
12.7,58,1,sunny,1
12.7,58,1,sunny,1
12.7,58,1,sunny,1
12.7,58,1,sunny,0
12.7,58,1,sunny,0
12.7,58,1,sunny,0
12.6,72,0,overcast,0
12.6,72,0,overcast,1
12.6,72,0,overcast,1
12.6,72,0,overcast,0
12.6,72,0,overcast,0
12.6,72,0,overcast,0
12.6,72,0,overcast,0
14.1,74,0,overcast,0
14.1,74,0,overcast,1
14.1,74,0,overcast,0
14.1,74,0,overcast,0
14.1,74,0,overcast,0
14.1,74,0,overcast,0
14.1,74,0,overcast,0
15.8,69,0,overcast,0
15.8,69,0,overcast,0
15.8,69,0,overcast,0
15.8,69,0,overcast,0
15.8,69,0,overcast,0
15.8,69,0,overcast,0
15.8,69,0,overcast,0
17.2,64,1,sunny,0
17.2,64,1,sunny,0
17.2,64,1,sunny,0
17.2,64,1,sunny,0
17.2,64,1,sunny,1
17.2,64,1,sunny,0
17.2,64,1,sunny,0
17.8,73,1,overcast,0
17.8,73,1,overcast,1
17.8,73,1,overcast,0
17.8,73,1,overcast,1
17.8,73,1,overcast,0
17.8,73,1,overcast,0
17.8,73,1,overcast,0
17.6,69,0,sunny,0
17.6,69,0,sunny,0
17.6,69,0,sunny,0
17.6,69,0,sunny,0
17.6,69,0,sunny,1
17.6,69,0,sunny,0
17.6,69,0,sunny,0
17.3,65,0,rainy,0
17.3,65,0,rainy,1
